frankarok,mies,dzien,CHF,USD,EUR,JPY
2006,3,22,2.49,3.25,3.92,2.77
2006,3,21,2.48,3.21,3.90,2.75
2006,3,20,2.47,3.19,3.89,2.75
2006,3,17,2.44,3.15,3.83,2.70
2006,3,16,2.48,3.21,3.88,2.73
2006,3,15,2.48,3.23,3.88,2.74
2006,3,14,2.51,3.29,3.94,2.78
2006,3,13,2.48,3.27,3.90,2.75
2006,3,10,2.48,3.26,3.89,2.76
2006,3,9,2.48,3.25,3.87,2.77
2006,3,8,2.48,3.25,3.87,2.76
2006,3,7,2.47,3.23,3.86,2.75
2006,3,6,2.45,3.17,3.82,2.71
2006,3,3,2.44,3.17,3.81,2.72
2006,3,2,2.41,3.16,3.77,2.72
2006,3,1,2.42,3.16,3.78,2.73
2006,2,28,2.41,3.18,3.77,2.73
2006,2,27,2.41,3.18,3.77,2.74
2006,2,24,2.43,3.18,3.78,2.73
2006,2,23,2.43,3.17,3.79,2.71
2006,2,22,2.44,3.20,3.81,2.69
2006,2,21,2.42,3.17,3.78,2.67
2006,2,20,2.40,3.15,3.76,2.66
2006,2,17,2.41,3.17,3.76,2.68
2006,2,16,2.42,3.17,3.76,2.69
2006,2,15,2.43,3.18,3.78,2.70
2006,2,14,2.44,3.19,3.80,2.71
2006,2,13,2.44,3.19,3.79,2.70
2006,2,10,2.44,3.16,3.79,2.69
2006,2,9,2.45,3.19,3.82,2.69
2006,2,8,2.46,3.19,3.83,2.71
2006,2,7,2.46,3.18,3.82,2.70
2006,2,6,2.45,3.18,3.82,2.68
2006,2,3,2.46,3.17,3.83,2.68
2006,2,2,2.46,3.17,3.83,2.68
2006,2,1,2.45,3.14,3.81,2.67
2006,1,31,2.46,3.16,3.83,2.70
2006,1,30,2.45,3.16,3.82,2.68
2006,1,27,2.47,3.14,3.83,2.69
2006,1,26,2.47,3.13,3.83,2.70
2006,1,25,2.46,3.10,3.81,2.70
2006,1,24,2.48,3.13,3.85,2.73
2006,1,23,2.49,3.14,3.85,2.75
2006,1,20,2.48,3.19,3.85,2.76
2006,1,19,2.47,3.18,3.84,2.75
2006,1,18,2.50,3.19,3.86,2.78
2006,1,17,2.46,3.15,3.81,2.74
2006,1,16,2.46,3.13,3.81,2.73
2006,1,13,2.46,3.15,3.81,2.76
2006,1,12,2.45,3.12,3.79,2.74
2006,1,11,2.44,3.14,3.78,2.73
